date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:46:43	266/266	---M--	200	added ('OK')	image/png	etag:%22f0d7bc633efcd51:0%22	https://statics.itslearning.com/v3.115.0.528/icons/xp/flag_no32.png	C:/My%20Web%20Sites/forsyth/statics.itslearning.com/v3.115.0.528/icons/xp/flag_no32.png	(from https://statics.itslearning.com/v3.115.0.528/application/login/index.modern.bundle.css)
09:46:43	266/266	---M--	200	added ('OK')	image/png	etag:%22d089bc633efcd51:0%22	https://statics.itslearning.com/v3.115.0.528/icons/xp/flag_dk32.png	C:/My%20Web%20Sites/forsyth/statics.itslearning.com/v3.115.0.528/icons/xp/flag_dk32.png	(from https://statics.itslearning.com/v3.115.0.528/application/login/index.modern.bundle.css)
09:46:43	297/297	---M--	200	added ('OK')	image/png	etag:%22d089bc633efcd51:0%22	https://statics.itslearning.com/v3.115.0.528/icons/xp/flag_de32.png	C:/My%20Web%20Sites/forsyth/statics.itslearning.com/v3.115.0.528/icons/xp/flag_de32.png	(from https://statics.itslearning.com/v3.115.0.528/application/login/index.modern.bundle.css)
09:46:43	762/762	---M--	200	added ('OK')	image/png	etag:%22f0d7bc633efcd51:0%22	https://statics.itslearning.com/v3.115.0.528/icons/xp/flag_us32.png	C:/My%20Web%20Sites/forsyth/statics.itslearning.com/v3.115.0.528/icons/xp/flag_us32.png	(from https://statics.itslearning.com/v3.115.0.528/application/login/index.modern.bundle.css)
09:46:44	879/879	---M--	200	added ('OK')	image/png	etag:%22d089bc633efcd51:0%22	https://statics.itslearning.com/v3.115.0.528/icons/xp/flag_es32.png	C:/My%20Web%20Sites/forsyth/statics.itslearning.com/v3.115.0.528/icons/xp/flag_es32.png	(from https://statics.itslearning.com/v3.115.0.528/application/login/index.modern.bundle.css)
09:46:44	263/263	---M--	200	added ('OK')	image/png	etag:%22e0b0bc633efcd51:0%22	https://statics.itslearning.com/v3.115.0.528/icons/xp/flag_fr32.png	C:/My%20Web%20Sites/forsyth/statics.itslearning.com/v3.115.0.528/icons/xp/flag_fr32.png	(from https://statics.itslearning.com/v3.115.0.528/application/login/index.modern.bundle.css)
09:46:44	290/290	---M--	200	added ('OK')	image/png	etag:%22e0b0bc633efcd51:0%22	https://statics.itslearning.com/v3.115.0.528/icons/xp/flag_lt32.png	C:/My%20Web%20Sites/forsyth/statics.itslearning.com/v3.115.0.528/icons/xp/flag_lt32.png	(from https://statics.itslearning.com/v3.115.0.528/application/login/index.modern.bundle.css)
09:46:44	825/825	---M--	200	added ('OK')	image/png	etag:%22d089bc633efcd51:0%22	https://statics.itslearning.com/v3.115.0.528/icons/xp/flag_cn32.png	C:/My%20Web%20Sites/forsyth/statics.itslearning.com/v3.115.0.528/icons/xp/flag_cn32.png	(from https://statics.itslearning.com/v3.115.0.528/application/login/index.modern.bundle.css)
09:46:44	249/249	---M--	200	added ('OK')	image/png	etag:%22e0b0bc633efcd51:0%22	https://statics.itslearning.com/v3.115.0.528/icons/xp/flag_it32.png	C:/My%20Web%20Sites/forsyth/statics.itslearning.com/v3.115.0.528/icons/xp/flag_it32.png	(from https://statics.itslearning.com/v3.115.0.528/application/login/index.modern.bundle.css)
09:46:45	289/289	---M--	200	added ('OK')	image/png	etag:%22f0d7bc633efcd51:0%22	https://statics.itslearning.com/v3.115.0.528/icons/xp/flag_nl32.png	C:/My%20Web%20Sites/forsyth/statics.itslearning.com/v3.115.0.528/icons/xp/flag_nl32.png	(from https://statics.itslearning.com/v3.115.0.528/application/login/index.modern.bundle.css)
09:46:45	310/310	---M--	200	added ('OK')	image/png	etag:%22f0d7bc633efcd51:0%22	https://statics.itslearning.com/v3.115.0.528/icons/xp/flag_pl32.png	C:/My%20Web%20Sites/forsyth/statics.itslearning.com/v3.115.0.528/icons/xp/flag_pl32.png	(from https://statics.itslearning.com/v3.115.0.528/application/login/index.modern.bundle.css)
09:46:45	711/711	---M--	200	added ('OK')	image/png	etag:%22d089bc633efcd51:0%22	https://statics.itslearning.com/v3.115.0.528/icons/xp/flag_br32.png	C:/My%20Web%20Sites/forsyth/statics.itslearning.com/v3.115.0.528/icons/xp/flag_br32.png	(from https://statics.itslearning.com/v3.115.0.528/application/login/index.modern.bundle.css)
09:46:45	250/250	---M--	200	added ('OK')	image/png	etag:%22d089bc633efcd51:0%22	https://statics.itslearning.com/v3.115.0.528/icons/xp/flag_fi32.png	C:/My%20Web%20Sites/forsyth/statics.itslearning.com/v3.115.0.528/icons/xp/flag_fi32.png	(from https://statics.itslearning.com/v3.115.0.528/application/login/index.modern.bundle.css)
09:46:46	267/267	---M--	200	added ('OK')	image/png	etag:%22f0d7bc633efcd51:0%22	https://statics.itslearning.com/v3.115.0.528/icons/xp/flag_se32.png	C:/My%20Web%20Sites/forsyth/statics.itslearning.com/v3.115.0.528/icons/xp/flag_se32.png	(from https://statics.itslearning.com/v3.115.0.528/application/login/index.modern.bundle.css)
09:46:46	406/406	---M--	200	added ('OK')	image/png	etag:%22f0d7bc633efcd51:0%22	https://statics.itslearning.com/v3.115.0.528/icons/xp/flag_tr32.png	C:/My%20Web%20Sites/forsyth/statics.itslearning.com/v3.115.0.528/icons/xp/flag_tr32.png	(from https://statics.itslearning.com/v3.115.0.528/application/login/index.modern.bundle.css)
09:46:46	426/426	---M--	200	added ('OK')	image/png	etag:%22f0d7bc633efcd51:0%22	https://statics.itslearning.com/v3.115.0.528/icons/xp/flag_uk32.png	C:/My%20Web%20Sites/forsyth/statics.itslearning.com/v3.115.0.528/icons/xp/flag_uk32.png	(from https://statics.itslearning.com/v3.115.0.528/application/login/index.modern.bundle.css)
09:46:47	51602/51602	---M--	200	added ('OK')	image/png	etag:%2290dfe7633efcd51:0%22	https://statics.itslearning.com/v3.115.0.528/images/cookies/cookies.png	C:/My%20Web%20Sites/forsyth/statics.itslearning.com/v3.115.0.528/images/cookies/cookies.png	(from https://forsyth.itslearning.com/CleanCookie.aspx)
